,Time,User,Message,Sentiment
467,1227.0,b05f548f28b713f417140316a9e70531eeba30d7,21 needed ,NEUTRAL
468,1228.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,16 kills ,NEUTRAL
469,1229.0,aee1dee16e34081f7be44abfa199d96313563c6a,swamp sack ,NEGATIVE
470,1230.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,easy money ,POSITIVE
471,1232.0,94312741487388e33fa4bd5c093dbe5831b7a90b,xposedsubsteve xposedsubsteve xposedsubsteve ,NEUTRAL
472,1233.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,this is brutal man ,NEGATIVE
473,1233.0,15a600fbe3b0468c8f58cc46ce1d06beb8acda95,hiiii ,NEUTRAL
474,1236.0,b05f548f28b713f417140316a9e70531eeba30d7,16 my bad ,NEGATIVE
475,1237.0,67edda483699228d1119fc334e35201b913a71c9,we gonna have to have a whopper of a game lul ,NEUTRAL
476,1240.0,8747380be76a91b5bf82cf5b9368a0ee0d8a92ba,xposedsubsteve ,NEUTRAL
477,1241.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,cody gonna drop 15 ,NEUTRAL
478,1242.0,ffa393299d9d0b4fdb56f3a34ec1f70ff298fd36,goys why does cody play with this guy ,NEGATIVE
479,1242.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,cody you proved you can do is yesterday man you got this ,NEUTRAL
480,1243.0,b05f548f28b713f417140316a9e70531eeba30d7,16 kills needed ,NEUTRAL
481,1243.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,mochez 1 ,NEUTRAL
482,1244.0,4a9ea78a3a857184f407ebb822e84f47ba457bef,hiiiiii ,NEUTRAL
483,1246.0,ffa393299d9d0b4fdb56f3a34ec1f70ff298fd36,he is not fucking good enough for wagers ,NEGATIVE
484,1247.0,7fd8a0ad505c4065ae27b24f2c9fc854556e776f,josh hyped :face_with_tears_of_joy: :double_exclamation_mark: :double_exclamation_mark: ,NEUTRAL
485,1247.0,f0e26c67d40c833e13e4a97ce9ec56c09ebbd908,guess this isn't going to be the last game ,NEGATIVE
486,1248.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,16 easy bro ,NEUTRAL
487,1249.0,3b64ffaa6ff377329ed284c1c70963f10f73b12b,four wheeler ,NEUTRAL
488,1250.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,vehicles remain undefeated ,NEUTRAL
489,1250.0,ffa393299d9d0b4fdb56f3a34ec1f70ff298fd36,cody please dont play with this guy again ,NEGATIVE
490,1252.0,ffa393299d9d0b4fdb56f3a34ec1f70ff298fd36,do solo bets ,NEUTRAL
491,1254.0,15a600fbe3b0468c8f58cc46ce1d06beb8acda95,hiiiii ,NEUTRAL
492,1257.0,6024e25b3d2473433f9981d9cd2363fb8b2ff3e3,probsmoke probsmoke probsmoke ,NEGATIVE
493,1257.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,ffa393299d9d0b4fdb56f3a34ec1f70ff298fd36 he plays with irl friends ,NEUTRAL
494,1258.0,4a9ea78a3a857184f407ebb822e84f47ba457bef,xposedsubgg xposedsubgg xposedsubgg xposedsubgg xposedsubgg xposedsubgg xposedsubgg ,NEUTRAL
495,1259.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,cody 15 kills mochez 1 ,NEUTRAL
496,1261.0,f58e8388f2fbe13d5df7b68618f8474610501f35,xposedsubdonohype xposedsubdonohype ,NEUTRAL
497,1263.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,toxic ,NEGATIVE
498,1266.0,8d947a0c120f6d84903573fa10e55ba5a93f686f,andy da legend ,NEUTRAL
499,1267.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,team he plays with his irl homies cause he wants to win $ with them ,NEUTRAL
500,1270.0,d4f76ef24984cbb5a1c402abbf2f4af45582a0c8,kappa ,NEUTRAL
501,1271.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,just play the end game that's where u get like 10+ ,POSITIVE
502,1272.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,he doesnt switch up ,NEGATIVE
503,1273.0,54d867bc2798ab953c4746222d9c6e63beab751d,andy have you been banning people ,NEGATIVE
504,1275.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,67edda483699228d1119fc334e35201b913a71c9 nub ,NEUTRAL
505,1276.0,7a7c0ae2745942eaa5b8971329514c127dfd5c78,you got this qt ,NEUTRAL
506,1282.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,regain ,MIXED
507,1287.0,67edda483699228d1119fc334e35201b913a71c9,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be luo ,NEUTRAL
508,1288.0,0d193c0482d30eccd91ec070fe81ebe238f7471c,addiction ,NEGATIVE
509,1289.0,b05f548f28b713f417140316a9e70531eeba30d7,cody stay off the mongoose unless necessary you get to agro in it ,NEUTRAL
510,1289.0,67edda483699228d1119fc334e35201b913a71c9,lul ,NEUTRAL
511,1290.0,140db62b5d8f27c3b6dccdd749ec4960b7120a88,hello ,NEUTRAL
512,1291.0,07747d005f5ae1318298af269951e4e90b1bac37,xposedsubvibes xposedsubvibes xposedsubvibes xposedsubvibes xposedsubvibes xposedsubvibes xposedsubvibes xposedsubvibes ,NEUTRAL
513,1296.0,8747380be76a91b5bf82cf5b9368a0ee0d8a92ba,xposedsubspiton ,NEUTRAL
514,1300.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,who is the tallest person in the chat ,NEUTRAL
515,1305.0,9fdaa80c905dc0bcee4a8104602f34e4f022a3ad,xposedsubrage ,NEUTRAL
516,1314.0,762386688b22e21e7d585479f9e2a795f46fa451,that was just a happy accident coolstorybob ,POSITIVE
517,1318.0,f71680f3859f73483d6bd50e6d25dafc27eea3d4,i'm 4'5 ,NEUTRAL
518,1318.0,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb,me 0ee60520e0eb421bf8a0b28e44df674d9fab7c10 ,NEUTRAL
519,1321.0,691c80c68718d653f040636671ab7ea03d380c25,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 my dick ,NEUTRAL
520,1325.0,f4082dc228d3e69e03ede3d02e874e5069e800b1,xposedsubbot ,NEUTRAL
521,1327.0,140db62b5d8f27c3b6dccdd749ec4960b7120a88,followage ,NEUTRAL
522,1328.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,xposedsubsteve xposedsubsteve xposedsubsteve ,NEUTRAL
523,1328.0,7fd8a0ad505c4065ae27b24f2c9fc854556e776f,nobody but an irl could take cody's screaming :face_with_tears_of_joy: ,NEUTRAL
524,1330.0,67edda483699228d1119fc334e35201b913a71c9,get the addy codeman ,NEUTRAL
525,1333.0,ec2dd9ac7db82416a18d887ac9282ac64c4045be,6'5 ,NEUTRAL
526,1334.0,0d193c0482d30eccd91ec070fe81ebe238f7471c,followage ,NEUTRAL
527,1335.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,lan how tall u ,NEUTRAL
528,1342.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,67edda483699228d1119fc334e35201b913a71c9 kreygasm ,NEUTRAL
529,1344.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,crazyyy ,NEUTRAL
530,1348.0,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 6'6 ,NEUTRAL
531,1350.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,i'm 4 foot 2 ,NEUTRAL
532,1355.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,oh shit ,NEGATIVE
533,1359.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 7'2 ,NEUTRAL
534,1359.0,0339446d7c0996d5368a492fd936806afefc83a6,match ,NEUTRAL
535,1361.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,u a baller ,MIXED
536,1365.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,every gamer is 6” ,NEUTRAL
537,1372.0,67edda483699228d1119fc334e35201b913a71c9,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be can u not use a sniper next time thanks ,NEUTRAL
538,1372.0,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 ye ,NEUTRAL
539,1373.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,oooooo shiitt ination ,NEGATIVE
540,1376.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,fray is 4 foot 2 but has a 49 inch vertical jump ,NEUTRAL
541,1377.0,f010ef8cec7d20a4025b6b9e7ae2fefafe78a536,profit ,MIXED
542,1382.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,67edda483699228d1119fc334e35201b913a71c9 why ,NEUTRAL
543,1387.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,i'm the great khali ,POSITIVE
544,1389.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,xposedsubsteve ,NEUTRAL
545,1392.0,67edda483699228d1119fc334e35201b913a71c9,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be cuz fuck u lol ,NEGATIVE
546,1393.0,0d193c0482d30eccd91ec070fe81ebe238f7471c,addiction ,NEGATIVE
547,1393.0,28f6871d75b2578b5c09f0f6c0dc01e16712b66a,followage ,NEUTRAL
548,1398.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,yeah i do have the leap of a fucking god ,NEGATIVE
549,1402.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,lmaoo ,POSITIVE
550,1403.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,a leaping god ,NEGATIVE
551,1413.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,every gamer is 6ft” + makes over 100k a year & a nice car & ,POSITIVE
552,1415.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,big as shit ,NEGATIVE
553,1420.0,00d409630a32e21ab5f6209d2db3c2b2a3bacfdd,c ,NEUTRAL
554,1423.0,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 i'm a junior in high school and already have college recruits but my biggest one rn is texas ,NEUTRAL
555,1424.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,followage ,NEUTRAL
556,1432.0,eba38a51ceef173902f3c5c3306541977b5c0f37,3c9612863228a11808e3a1d9d3da30e73dca0a9d im 5'11 :/ ,NEUTRAL
557,1432.0,9f39af284fd7cd8f312805557291b14a98bcba6f,profit ,MIXED
558,1435.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,67edda483699228d1119fc334e35201b913a71c9 no ,NEUTRAL
559,1438.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,i learned how to jump when i was a young boy age of 3-4 ,NEUTRAL
560,1444.0,67edda483699228d1119fc334e35201b913a71c9,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be welp ,NEUTRAL
561,1448.0,6d9cdd389464e8fd231b9ddbba99854f75abc122,i'm 6'3 and make 300k a year kappa ,NEUTRAL
562,1456.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,eba38a51ceef173902f3c5c3306541977b5c0f37 i don't talk to short people ,NEUTRAL
563,1463.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb you on boards ,NEUTRAL
564,1470.0,728ea0b1042e663fdfc5b88cc78d1424fa7ba429,him play ,NEUTRAL
565,1473.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,we need a big one cody you pull this off it will for sure be youtube content worthy 0d00cb260bf8f468cf3a7c39e5bbf67494aa0bb5 ,NEUTRAL
566,1473.0,0c8fee4a434b468a552d42a6bfacc7f2cf3926bb,0ee60520e0eb421bf8a0b28e44df674d9fab7c10 ye ,NEUTRAL
567,1477.0,9f39af284fd7cd8f312805557291b14a98bcba6f,followage ,NEUTRAL
568,1478.0,eba38a51ceef173902f3c5c3306541977b5c0f37,3c9612863228a11808e3a1d9d3da30e73dca0a9d :( ,MIXED
569,1478.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,gg ,NEUTRAL
570,1482.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,3c9612863228a11808e3a1d9d3da30e73dca0a9d luucky his short is short ,NEUTRAL
571,1485.0,09e1499f6989fd0a4e9f48d582a8eb91a451a6a3,6d9cdd389464e8fd231b9ddbba99854f75abc122 your lieimh like shit ,NEGATIVE
572,1487.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,how ,NEUTRAL
573,1491.0,67edda483699228d1119fc334e35201b913a71c9,go river ,NEUTRAL
574,1492.0,00d409630a32e21ab5f6209d2db3c2b2a3bacfdd,do u guys reckon cody will actually leave the night on an l ,NEUTRAL
575,1496.0,728ea0b1042e663fdfc5b88cc78d1424fa7ba429,70%loading screen 30% gameplay ,NEUTRAL
576,1497.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,these gamers can make up any life they want how u make 100k but i see u on xbox 12 hours a day:rolling_on_the_floor_laughing: ,NEUTRAL
577,1503.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,he said if he loses he has to do a 800 ,NEUTRAL
578,1513.0,09e1499f6989fd0a4e9f48d582a8eb91a451a6a3,3c9612863228a11808e3a1d9d3da30e73dca0a9d factssssssss ,NEUTRAL
579,1515.0,07747d005f5ae1318298af269951e4e90b1bac37,use the restart ,NEUTRAL
580,1533.0,72d95fc26b737b8e551fcf81b98f01974d51bfa7,lololol ,NEUTRAL
581,1536.0,72d95fc26b737b8e551fcf81b98f01974d51bfa7,frankie facts ,NEUTRAL
582,1538.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,i'm like nate rob shirt but dunkin in hoes ,MIXED
583,1538.0,5cfc6dfaca43b4e3f0b38facef8d981e1518888d,damn he has to pay 800 if he loses ,NEGATIVE
584,1541.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,bets liveeeee ,NEUTRAL
585,1544.0,eba38a51ceef173902f3c5c3306541977b5c0f37,bet is live ,NEUTRAL
586,1548.0,10577d0e8a83b1609efb0dc3d6774fbab998e2c3,live uh oh ,NEUTRAL
587,1550.0,8d947a0c120f6d84903573fa10e55ba5a93f686f,andy clutchin ,NEUTRAL
588,1554.0,58c620e098803b822331b0ba8409c1659bc7a160,shouldve tookm the restart ,NEGATIVE
589,1559.0,6d9cdd389464e8fd231b9ddbba99854f75abc122,that's why you appear offline lol ,NEUTRAL
590,1563.0,58c620e098803b822331b0ba8409c1659bc7a160,big mistake ,NEGATIVE
591,1564.0,691c80c68718d653f040636671ab7ea03d380c25,oh fuck ,NEGATIVE
592,1566.0,07747d005f5ae1318298af269951e4e90b1bac37,yep restart would have been huge ,NEGATIVE
593,1575.0,eba38a51ceef173902f3c5c3306541977b5c0f37,nooooooo ,MIXED
594,1577.0,0ab31d29bb746eba5afb90724aad6ad26a32360e,lmao ,POSITIVE
595,1577.0,3c92261ce3bf360589b54d8706c6dce913024ca3,f ,NEGATIVE
596,1577.0,0a4ba802ec11755e3b65841b680be88e31dc26bc,lul ,NEUTRAL
597,1581.0,aaba50eed84f514d2417959aec2488d2962b203c,ahahahahhh ,NEUTRAL
598,1581.0,dc948d3b0bf7b365d35a2ad2166658e820ac8016,f ,NEGATIVE
599,1581.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,andrewwwwwwwwww ,NEUTRAL
600,1582.0,a30ceba3a35952c0503c40a3b12eee65abc59a98,l0l ,NEUTRAL
601,1582.0,00d409630a32e21ab5f6209d2db3c2b2a3bacfdd,noooo ,MIXED
602,1583.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,omfggg ,NEUTRAL
603,1585.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,you ,NEUTRAL
604,1586.0,d45063f3e7063d8e795110bb909bedc95ca75b3a,f ,NEGATIVE
605,1586.0,72d95fc26b737b8e551fcf81b98f01974d51bfa7,yikes ,NEUTRAL
606,1587.0,00d409630a32e21ab5f6209d2db3c2b2a3bacfdd,content is gone ,NEGATIVE
607,1587.0,0a4ba802ec11755e3b65841b680be88e31dc26bc,lmaoooo ,POSITIVE
608,1587.0,151ded9ea9eaca2d6377bf34606fbfd1ab0430f4,rip ,NEGATIVE
609,1587.0,10577d0e8a83b1609efb0dc3d6774fbab998e2c3,f ,NEGATIVE
610,1588.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,andy let go nooooo ,NEGATIVE
611,1588.0,94d275a302ad5d70607a10c1e0cad62109af2ee9,wtf ,NEGATIVE
612,1589.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,f ,NEGATIVE
613,1589.0,3c92261ce3bf360589b54d8706c6dce913024ca3,loooooooool ,NEUTRAL
614,1589.0,07747d005f5ae1318298af269951e4e90b1bac37,did the stream die or is it just me ,NEGATIVE
615,1590.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,omg ,NEUTRAL
616,1590.0,36dbd358ba18615267dcf95ccc719130b810ac97,f ,NEGATIVE
617,1592.0,67edda483699228d1119fc334e35201b913a71c9,lmaoooo ,POSITIVE
618,1592.0,30f96e31e7d266f6bee3aec09bb684db57d86411,lololol ,NEUTRAL
619,1592.0,6d9cdd389464e8fd231b9ddbba99854f75abc122,xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip ,NEUTRAL
620,1593.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,man ,NEUTRAL
621,1593.0,3683ac402c9ec46b661769ace2600f47636946f4,did he kill him ,NEGATIVE
622,1593.0,6da270a7954e25f87defb991f9921b0101002efd,rip ,NEGATIVE
623,1594.0,d45063f3e7063d8e795110bb909bedc95ca75b3a,andyyyyyyyyyyyyyy ,NEUTRAL
624,1594.0,492ba12493aab7ed03261a2184854ea6bc551fa2,lolllllll ,NEUTRAL
625,1594.0,7a7c0ae2745942eaa5b8971329514c127dfd5c78,omfgg ,NEUTRAL
626,1595.0,10e740ca0fc0847d4f04e0fe4557411532f5b4a1,lmao wth ,NEGATIVE
627,1595.0,1e8c88eca28ea198d0ba0df05df7d1ecd4b400e1,what happened to stream ,NEUTRAL
628,1595.0,aaba50eed84f514d2417959aec2488d2962b203c,f ,NEGATIVE
629,1595.0,691c80c68718d653f040636671ab7ea03d380c25,f ,NEGATIVE
630,1595.0,28afa1e9d8e8af49836659a17257e3ff91b811bb,lmao ,POSITIVE
631,1595.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,omg ,NEUTRAL
632,1595.0,30f96e31e7d266f6bee3aec09bb684db57d86411,lololololol ,NEUTRAL
633,1596.0,8d947a0c120f6d84903573fa10e55ba5a93f686f,noooooo ,MIXED
634,1597.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,stream dead ,NEGATIVE
635,1598.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,anddyyyyyyy ,NEUTRAL
636,1598.0,6da270a7954e25f87defb991f9921b0101002efd,daaaaaaamn ,NEUTRAL
637,1598.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,g ,NEUTRAL
638,1598.0,24d15219d9bb413ffdfba47218f5e9d712f37d30,xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip ,NEUTRAL
639,1598.0,7a7c0ae2745942eaa5b8971329514c127dfd5c78,lmfoaooooodjjwjej ,NEUTRAL
640,1598.0,58c620e098803b822331b0ba8409c1659bc7a160,tuff ,NEUTRAL
641,1598.0,00d409630a32e21ab5f6209d2db3c2b2a3bacfdd,omggggg my content ,NEUTRAL
642,1599.0,5cfc6dfaca43b4e3f0b38facef8d981e1518888d,mines died too ,NEGATIVE
643,1599.0,f58e8388f2fbe13d5df7b68618f8474610501f35,xposedsubrealscary xposedsubrealscary xposedsubrealscary xposedsubrealscary xposedsubrealscary xposedsubrealscary ,NEUTRAL
644,1600.0,30f96e31e7d266f6bee3aec09bb684db57d86411,lolololol ,NEUTRAL
645,1600.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,:astonished_face: ,NEUTRAL
646,1600.0,2b69ceb2446113cc16fcdbefe6cbb6cafc1c2a8d,did the stream crash ,NEGATIVE
647,1601.0,e84476b2185771c9b46bba92a4baf25e740e82a4,lol ,MIXED
648,1602.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,andyyyyyy ,NEUTRAL
649,1602.0,a90b2af92761ba13671ff672627c24723fae3253,what happened to the stream ,NEUTRAL
650,1602.0,6da270a7954e25f87defb991f9921b0101002efd,rip $500 ,MIXED
651,1602.0,6f4b11bdbd803a811d2164283424c5234e0fa13a,f ,NEGATIVE
652,1602.0,82d908c97f5611a5e91c7a967bad43c563c2b7a9,lol ,MIXED
653,1603.0,2633936f1a3ea3859f15bb9c25e4f35a599e8651,ded ,NEUTRAL
654,1603.0,eec0b9375dab3bb3b08b41f2dd90572170f89e2e,he broke it ,NEGATIVE
655,1603.0,f0e26c67d40c833e13e4a97ce9ec56c09ebbd908,horro film ,NEGATIVE
656,1604.0,d5a016ef6241cbacd5e5a61e35002d8414fe532f,haahahahahahahahah ,NEUTRAL
657,1604.0,09e1499f6989fd0a4e9f48d582a8eb91a451a6a3,lmaooooooooooo ,NEUTRAL
658,1604.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,f ,NEGATIVE
659,1604.0,b05f548f28b713f417140316a9e70531eeba30d7,lol ,MIXED
660,1605.0,dc948d3b0bf7b365d35a2ad2166658e820ac8016,dead as well ,NEGATIVE
661,1605.0,9fdaa80c905dc0bcee4a8104602f34e4f022a3ad,lmfao ,POSITIVE
662,1605.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,andrewwwwwww ,NEUTRAL
663,1605.0,d14a43e06ec90fae03f20e393fcb9759f353dc03,bruh andy let go of x ,NEUTRAL
664,1606.0,a90b2af92761ba13671ff672627c24723fae3253,no we missed the rage ,POSITIVE
665,1606.0,c7aca6a631173e23a76073f21beccd5e91a57a4d,nooo ,MIXED
666,1606.0,c5ec71769c3c7daa04a167ad627a1627fe9b634a,holy shit ,MIXED
667,1606.0,0a4ba802ec11755e3b65841b680be88e31dc26bc,banned ,NEGATIVE
668,1606.0,7a7c0ae2745942eaa5b8971329514c127dfd5c78,better than dellor ,POSITIVE
669,1606.0,d5a016ef6241cbacd5e5a61e35002d8414fe532f,rip ,NEGATIVE
670,1606.0,9e93ab3dad08b7c7cb96f80a92361841831d4fa9,xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 xposedsubnoway1 ,NEUTRAL
671,1606.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,lol wtf ,NEGATIVE
672,1607.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,rip ,NEGATIVE
673,1607.0,3683ac402c9ec46b661769ace2600f47636946f4,bro did he dead ass punch him ,NEGATIVE
674,1607.0,a90b2af92761ba13671ff672627c24723fae3253,fuck ,NEGATIVE
675,1608.0,3c9612863228a11808e3a1d9d3da30e73dca0a9d,why didn't they leave ,NEGATIVE
676,1608.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,looppl ,NEUTRAL
677,1608.0,72d95fc26b737b8e551fcf81b98f01974d51bfa7,he turned it off ,NEGATIVE
678,1609.0,79991b235faa596f6d567d11d359aa9845215a68,profit ,MIXED
679,1609.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,:face_with_tears_of_joy: ,NEUTRAL
680,1610.0,30f96e31e7d266f6bee3aec09bb684db57d86411,rofl ,NEUTRAL
681,1611.0,e84476b2185771c9b46bba92a4baf25e740e82a4,anyone else froze ,NEGATIVE
682,1611.0,1d58bc3bacd063535f8e965ba9b00bb66373e1c6,he pulled the plug ,NEUTRAL
683,1612.0,ba63d2e0ec0b0efa8e631a38620fd275ec4dc0be,looool ,NEUTRAL
684,1613.0,f9222456a108c5e8916384652b1266bc2aeeb010,needs to stop blaming others man ,NEGATIVE
685,1614.0,1e381a155601d208f328d839de2f1857de84cfbe,#noooo ,NEUTRAL
686,1614.0,6da270a7954e25f87defb991f9921b0101002efd,damnnnnnnn ,MIXED
687,1615.0,62197b8a0c6cd3752e178853b36a8d0a762a7143,clip ,NEUTRAL
688,1616.0,eba38a51ceef173902f3c5c3306541977b5c0f37,xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip ,NEUTRAL
689,1616.0,67edda483699228d1119fc334e35201b913a71c9,xposedsubrip xposedsubrip xposedsubrip xposedsubrip xposedsubrip ,NEUTRAL
690,1616.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,he did on purpose ,POSITIVE
691,1617.0,492ba12493aab7ed03261a2184854ea6bc551fa2,oh my god i'm dying ,NEGATIVE
692,1617.0,f58e8388f2fbe13d5df7b68618f8474610501f35,pulled the plug ,NEUTRAL
693,1617.0,762386688b22e21e7d585479f9e2a795f46fa451,wow ,POSITIVE
694,1618.0,c4d52900e917164806441e907e29fde4a44ada99,something broke lol ,NEGATIVE
695,1618.0,a0e1a2ab6b6d555ab28e911fc1282d4ce9293ab6,ahahahha ,NEUTRAL
696,1619.0,2b69ceb2446113cc16fcdbefe6cbb6cafc1c2a8d,did the stream freeze ,NEGATIVE
697,1619.0,9e93ab3dad08b7c7cb96f80a92361841831d4fa9,xposedsubheating xposedsubheating xposedsubheating xposedsubheating xposedsubheating ,NEUTRAL
698,1620.0,9fdaa80c905dc0bcee4a8104602f34e4f022a3ad,xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage ,NEUTRAL
699,1621.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,andyyy ,NEUTRAL
700,1622.0,1dc6df4b7f03c7e06cf99f1ff30db54ea19c1af1,cmon ,NEUTRAL
701,1623.0,492ba12493aab7ed03261a2184854ea6bc551fa2,hahahahahaha ,NEUTRAL
702,1623.0,5149f5f4790406d2f7d1b8ccdd13824d50ee55e5,kappa kappa kappa kappa ,NEUTRAL
703,1624.0,0ee60520e0eb421bf8a0b28e44df674d9fab7c10,am i banned from viewing ,NEGATIVE
704,1625.0,67edda483699228d1119fc334e35201b913a71c9,lmfaoooooo ,MIXED
705,1625.0,2babc8bc0f4e030945a3394e7db3bb9f49c856f2,rip ,NEGATIVE
706,1625.0,24d15219d9bb413ffdfba47218f5e9d712f37d30,lmao ,POSITIVE
707,1626.0,9e93ab3dad08b7c7cb96f80a92361841831d4fa9,xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage xposedsubrage ,NEUTRAL
708,1626.0,2d06e8645ed4ec7317b3fc4a1274c4b4fa22bfd0,fuck ,NEGATIVE
709,1627.0,3c92261ce3bf360589b54d8706c6dce913024ca3,lmao ,POSITIVE
710,1627.0,691c80c68718d653f040636671ab7ea03d380c25,he out ,NEUTRAL
711,1627.0,28afa1e9d8e8af49836659a17257e3ff91b811bb,wow ,POSITIVE
712,1628.0,10e740ca0fc0847d4f04e0fe4557411532f5b4a1,lmao ,POSITIVE
713,1628.0,cb41017045aa7594bac71f966a37b9cfcd945ffe,haha ,NEUTRAL
714,1628.0,35997e836ef25822d4b7e876dfcf48ff641b7b76,oh my god ,NEUTRAL
715,1629.0,30f96e31e7d266f6bee3aec09bb684db57d86411,lol ,MIXED
716,1629.0,72d95fc26b737b8e551fcf81b98f01974d51bfa7,oh nope we live still ,MIXED
